Date,Facility,Population,Daily_Usage_L,Peak_Hours,Drinking_L,Sanitation_L,Labs_Cleaning_L,Cooking_L,Rainfall_mm,Temp_Min_C,Temp_Max_C,Humidity_Percent,Leak_Reports,Repair_Hrs,Pipe_Condition,Special_Event,Vacation_Exam
20-04-2024,Hostel 3,3388,503118,"06-09, 18-21",37733,261621,52829,150935,0,26,39,75,0,,Poor,None,No
20-04-2024,Hostel 4,3630,539055,"06-09, 18-21",40429,280308,56602,161716,0,26,39,75,0,,Fair,None,No
20-04-2024,Hostel 5,3872,574992,"06-09, 18-21",43124,298995,60376,172497,0,26,39,75,0,,Poor,None,No
20-04-2024,Hostel 6,2904,431244,"06-09, 18-21",32343,224246,45282,129373,0,26,39,75,0,,Poor,None,No
20-04-2024,Cafeteria 1,1500,54945,"12-15, 18-20",5494,16483,0,32968,0,26,39,75,0,,Fair,None,No
20-04-2024,Cafeteria 2,1500,54945,"12-15, 18-20",5494,16483,0,32968,0,26,39,75,0,,Poor,None,No
20-04-2024,Cafeteria 3,1500,54945,"12-15, 18-20",5494,16483,0,32968,0,26,39,75,0,,Fair,None,No
20-04-2024,Swimming Pool,0,16500,,0,0,0,0,0,26,39,75,0,,Fair,None,No
20-04-2024,Gym,300,5500,"06-09, 17-21",275,2200,0,0,0,26,39,75,0,,Good,None,No
21-04-2024,AB1,5760,158400,"08-10, 12-14",31680,95040,31680,0,0,26,37,65,0,,Good,None,No
21-04-2024,AB2,4200,115500,"08-10, 12-14",23100,69300,23100,0,0,26,37,65,0,,Good,None,No
21-04-2024,AB3,4200,115500,"08-10, 12-14",23100,69300,23100,0,0,26,37,65,0,,Poor,None,No
21-04-2024,AB4,8400,231000,"08-10, 12-14",46200,138600,46200,0,0,26,37,65,0,,Good,None,No
21-04-2024,AB5,2880,79200,"08-10, 12-14",15840,47520,15840,0,0,26,37,65,0,,Fair,None,No
21-04-2024,Admin Block,2920,63800,10-Dec,12760,38280,12760,0,0,26,37,65,0,,Good,None,No
21-04-2024,Hostel 1,2904,431244,"06-09, 18-21",32343,224246,45282,129373,0,26,37,65,0,,Fair,None,No
21-04-2024,Hostel 2,3146,467181,"06-09, 18-21",35038,242934,49055,140154,0,26,37,65,0,,Good,None,No
21-04-2024,Hostel 3,3388,503118,"06-09, 18-21",37733,261621,52829,150935,0,26,37,65,0,,Poor,None,No
21-04-2024,Hostel 4,3630,539055,"06-09, 18-21",40429,280308,56602,161716,0,26,37,65,0,,Good,None,No
21-04-2024,Hostel 5,3872,574992,"06-09, 18-21",43124,298995,60376,172497,0,26,37,65,0,,Fair,None,No
21-04-2024,Hostel 6,2904,431244,"06-09, 18-21",32343,224246,45282,129373,0,26,37,65,0,,Good,None,No
21-04-2024,Cafeteria 1,1500,54945,"12-15, 18-20",5494,16483,0,32968,0,26,37,65,0,,Fair,None,No
21-04-2024,Cafeteria 2,1500,54945,"12-15, 18-20",5494,16483,0,32968,0,26,37,65,0,,Fair,None,No
21-04-2024,Cafeteria 3,1500,54945,"12-15, 18-20",5494,16483,0,32968,0,26,37,65,0,,Good,None,No
21-04-2024,Swimming Pool,0,16500,,0,0,0,0,0,26,37,65,0,,Poor,None,No
21-04-2024,Gym,300,5500,"06-09, 17-21",275,2200,0,0,0,26,37,65,0,,Fair,None,No
22-04-2024,AB1,5760,158400,"08-10, 12-14",31680,95040,31680,0,0,28,35,72,0,,Poor,None,No
22-04-2024,AB2,4200,115500,"08-10, 12-14",23100,69300,23100,0,0,28,35,72,0,,Fair,None,No
22-04-2024,AB3,4200,115500,"08-10, 12-14",23100,69300,23100,0,0,28,35,72,0,,Fair,None,No
22-04-2024,AB4,8400,231000,"08-10, 12-14",46200,138600,46200,0,0,28,35,72,0,,Good,None,No
22-04-2024,AB5,2880,79200,"08-10, 12-14",15840,47520,15840,0,0,28,35,72,0,,Poor,None,No
22-04-2024,Admin Block,2920,63800,10-Dec,12760,38280,12760,0,0,28,35,72,0,,Poor,None,No
22-04-2024,Hostel 1,2904,431244,"06-09, 18-21",32343,224246,45282,129373,0,28,35,72,0,,Good,None,No
22-04-2024,Hostel 2,3146,467181,"06-09, 18-21",35038,242934,49055,140154,0,28,35,72,0,,Good,None,No
22-04-2024,Hostel 3,3388,503118,"06-09, 18-21",37733,261621,52829,150935,0,28,35,72,0,,Fair,None,No
22-04-2024,Hostel 4,3630,539055,"06-09, 18-21",40429,280308,56602,161716,0,28,35,72,0,,Fair,None,No
22-04-2024,Hostel 5,3872,574992,"06-09, 18-21",43124,298995,60376,172497,0,28,35,72,0,,Good,None,No
22-04-2024,Hostel 6,2904,431244,"06-09, 18-21",32343,224246,45282,129373,0,28,35,72,0,,Fair,None,No
22-04-2024,Cafeteria 1,1500,54945,"12-15, 18-20",5494,16483,0,32968,0,28,35,72,0,,Fair,None,No
22-04-2024,Cafeteria 2,1500,54945,"12-15, 18-20",5494,16483,0,32968,0,28,35,72,0,,Poor,None,No
22-04-2024,Cafeteria 3,1500,54945,"12-15, 18-20",5494,16483,0,32968,0,28,35,72,0,,Poor,None,No
22-04-2024,Swimming Pool,0,16500,,0,0,0,0,0,28,35,72,0,,Fair,None,No
22-04-2024,Gym,300,5500,"06-09, 17-21",275,2200,0,0,0,28,35,72,0,,Fair,None,No
23-04-2024,AB1,5760,158400,"08-10, 12-14",31680,95040,31680,0,0,27,35,83,0,,Good,None,No
23-04-2024,AB2,4200,115500,"08-10, 12-14",23100,69300,23100,0,0,27,35,83,0,,Good,None,No
23-04-2024,AB3,4200,115500,"08-10, 12-14",23100,69300,23100,0,0,27,35,83,0,,Fair,None,No
23-04-2024,AB4,8400,231000,"08-10, 12-14",46200,138600,46200,0,0,27,35,83,0,,Poor,None,No
23-04-2024,AB5,2880,79200,"08-10, 12-14",15840,47520,15840,0,0,27,35,83,0,,Poor,None,No
23-04-2024,Admin Block,2920,63800,10-Dec,12760,38280,12760,0,0,27,35,83,0,,Good,None,No
23-04-2024,Hostel 1,2904,431244,"06-09, 18-21",32343,224246,45282,129373,0,27,35,83,0,,Good,None,No
23-04-2024,Hostel 2,3146,467181,"06-09, 18-21",35038,242934,49055,140154,0,27,35,83,0,,Good,None,No
23-04-2024,Hostel 3,3388,503118,"06-09, 18-21",37733,261621,52829,150935,0,27,35,83,0,,Poor,None,No
23-04-2024,Hostel 4,3630,539055,"06-09, 18-21",40429,280308,56602,161716,0,27,35,83,0,,Poor,None,No
23-04-2024,Hostel 5,3872,574992,"06-09, 18-21",43124,298995,60376,172497,0,27,35,83,1,2,Fair,None,No
23-04-2024,Hostel 6,2904,431244,"06-09, 18-21",32343,224246,45282,129373,0,27,35,83,0,,Poor,None,No
23-04-2024,Cafeteria 1,1500,54945,"12-15, 18-20",5494,16483,0,32968,0,27,35,83,0,,Fair,None,No
23-04-2024,Cafeteria 2,1500,54945,"12-15, 18-20",5494,16483,0,32968,0,27,35,83,0,,Poor,None,No
23-04-2024,Cafeteria 3,1500,54945,"12-15, 18-20",5494,16483,0,32968,0,27,35,83,0,,Fair,None,No
23-04-2024,Swimming Pool,0,16500,,0,0,0,0,0,27,35,83,0,,Poor,None,No
23-04-2024,Gym,300,5500,"06-09, 17-21",275,2200,0,0,0,27,35,83,0,,Fair,None,No
24-04-2024,AB1,5760,158400,"08-10, 12-14",31680,95040,31680,0,0,28,35,65,0,,Poor,None,No
24-04-2024,AB2,4200,115500,"08-10, 12-14",23100,69300,23100,0,0,28,35,65,0,,Good,None,No
24-04-2024,AB3,4200,115500,"08-10, 12-14",23100,69300,23100,0,0,28,35,65,0,,Poor,None,No
24-04-2024,AB4,8400,231000,"08-10, 12-14",46200,138600,46200,0,0,28,35,65,0,,Fair,None,No
24-04-2024,AB5,2880,79200,"08-10, 12-14",15840,47520,15840,0,0,28,35,65,0,,Good,None,No
24-04-2024,Admin Block,2920,63800,10-Dec,12760,38280,12760,0,0,28,35,65,0,,Good,None,No
24-04-2024,Hostel 1,2904,431244,"06-09, 18-21",32343,224246,45282,129373,0,28,35,65,0,,Poor,None,No
24-04-2024,Hostel 2,3146,467181,"06-09, 18-21",35038,242934,49055,140154,0,28,35,65,0,,Poor,None,No
24-04-2024,Hostel 3,3388,503118,"06-09, 18-21",37733,261621,52829,150935,0,28,35,65,0,,Poor,None,No
24-04-2024,Hostel 4,3630,539055,"06-09, 18-21",40429,280308,56602,161716,0,28,35,65,0,,Poor,None,No
24-04-2024,Hostel 5,3872,574992,"06-09, 18-21",43124,298995,60376,172497,0,28,35,65,0,,Fair,None,No
24-04-2024,Hostel 6,2904,431244,"06-09, 18-21",32343,224246,45282,129373,0,28,35,65,0,,Good,None,No
24-04-2024,Cafeteria 1,1500,54945,"12-15, 18-20",5494,16483,0,32968,0,28,35,65,0,,Good,None,No
24-04-2024,Cafeteria 2,1500,54945,"12-15, 18-20",5494,16483,0,32968,0,28,35,65,0,,Good,None,No
24-04-2024,Cafeteria 3,1500,54945,"12-15, 18-20",5494,16483,0,32968,0,28,35,65,0,,Good,None,No
24-04-2024,Swimming Pool,0,16500,,0,0,0,0,0,28,35,65,0,,Poor,None,No
24-04-2024,Gym,300,5500,"06-09, 17-21",275,2200,0,0,0,28,35,65,0,,Fair,None,No
25-04-2024,AB1,5760,158400,"08-10, 12-14",31680,95040,31680,0,0,27,37,81,0,,Good,None,No
25-04-2024,AB2,4200,115500,"08-10, 12-14",23100,69300,23100,0,0,27,37,81,0,,Fair,None,No
25-04-2024,AB3,4200,115500,"08-10, 12-14",23100,69300,23100,0,0,27,37,81,0,,Good,None,No
25-04-2024,AB4,8400,231000,"08-10, 12-14",46200,138600,46200,0,0,27,37,81,1,8,Good,None,No
25-04-2024,AB5,2880,79200,"08-10, 12-14",15840,47520,15840,0,0,27,37,81,0,,Fair,None,No
25-04-2024,Admin Block,2920,63800,10-Dec,12760,38280,12760,0,0,27,37,81,0,,Fair,None,No
25-04-2024,Hostel 1,2904,431244,"06-09, 18-21",32343,224246,45282,129373,0,27,37,81,0,,Fair,None,No
25-04-2024,Hostel 2,3146,467181,"06-09, 18-21",35038,242934,49055,140154,0,27,37,81,0,,Good,None,No
25-04-2024,Hostel 3,3388,503118,"06-09, 18-21",37733,261621,52829,150935,0,27,37,81,0,,Poor,None,No
25-04-2024,Hostel 4,3630,539055,"06-09, 18-21",40429,280308,56602,161716,0,27,37,81,0,,Poor,None,No
25-04-2024,Hostel 5,3872,574992,"06-09, 18-21",43124,298995,60376,172497,0,27,37,81,1,4,Poor,None,No
25-04-2024,Hostel 6,2904,431244,"06-09, 18-21",32343,224246,45282,129373,0,27,37,81,0,,Fair,None,No
25-04-2024,Cafeteria 1,1500,54945,"12-15, 18-20",5494,16483,0,32968,0,27,37,81,0,,Fair,None,No
25-04-2024,Cafeteria 2,1500,54945,"12-15, 18-20",5494,16483,0,32968,0,27,37,81,0,,Good,None,No
25-04-2024,Cafeteria 3,1500,54945,"12-15, 18-20",5494,16483,0,32968,0,27,37,81,0,,Good,None,No
25-04-2024,Swimming Pool,0,16500,,0,0,0,0,0,27,37,81,0,,Poor,None,No
25-04-2024,Gym,300,5500,"06-09, 17-21",275,2200,0,0,0,27,37,81,0,,Poor,None,No
26-04-2024,AB1,5760,158400,"08-10, 12-14",31680,95040,31680,0,0,29,39,69,0,,Good,None,No
26-04-2024,AB2,4200,115500,"08-10, 12-14",23100,69300,23100,0,0,29,39,69,0,,Good,None,No
26-04-2024,AB3,4200,115500,"08-10, 12-14",23100,69300,23100,0,0,29,39,69,0,,Good,None,No
26-04-2024,AB4,8400,231000,"08-10, 12-14",46200,138600,46200,0,0,29,39,69,0,,Fair,None,No
26-04-2024,AB5,2880,79200,"08-10, 12-14",15840,47520,15840,0,0,29,39,69,0,,Fair,None,No
26-04-2024,Admin Block,2920,63800,10-Dec,12760,38280,12760,0,0,29,39,69,0,,Poor,None,No
26-04-2024,Hostel 1,2904,431244,"06-09, 18-21",32343,224246,45282,129373,0,29,39,69,0,,Fair,None,No
26-04-2024,Hostel 2,3146,467181,"06-09, 18-21",35038,242934,49055,140154,0,29,39,69,0,,Poor,None,No
26-04-2024,Hostel 3,3388,503118,"06-09, 18-21",37733,261621,52829,150935,0,29,39,69,0,,Good,None,No
26-04-2024,Hostel 4,3630,539055,"06-09, 18-21",40429,280308,56602,161716,0,29,39,69,0,,Good,None,No
26-04-2024,Hostel 5,3872,574992,"06-09, 18-21",43124,298995,60376,172497,0,29,39,69,0,,Fair,None,No
26-04-2024,Hostel 6,2904,431244,"06-09, 18-21",32343,224246,45282,129373,0,29,39,69,0,,Good,None,No
26-04-2024,Cafeteria 1,1500,54945,"12-15, 18-20",5494,16483,0,32968,0,29,39,69,0,,Poor,None,No
26-04-2024,Cafeteria 2,1500,54945,"12-15, 18-20",5494,16483,0,32968,0,29,39,69,0,,Fair,None,No
26-04-2024,Cafeteria 3,1500,54945,"12-15, 18-20",5494,16483,0,32968,0,29,39,69,0,,Good,None,No
26-04-2024,Swimming Pool,0,16500,,0,0,0,0,0,29,39,69,0,,Fair,None,No
26-04-2024,Gym,300,5500,"06-09, 17-21",275,2200,0,0,0,29,39,69,0,,Poor,None,No
27-04-2024,AB1,5760,158400,"08-10, 12-14",31680,95040,31680,0,0,29,39,75,0,,Good,None,No
27-04-2024,AB2,4200,115500,"08-10, 12-14",23100,69300,23100,0,0,29,39,75,0,,Fair,None,No
27-04-2024,AB3,4200,115500,"08-10, 12-14",23100,69300,23100,0,0,29,39,75,0,,Fair,None,No
27-04-2024,AB4,8400,231000,"08-10, 12-14",46200,138600,46200,0,0,29,39,75,1,6,Fair,None,No
27-04-2024,AB5,2880,79200,"08-10, 12-14",15840,47520,15840,0,0,29,39,75,0,,Fair,None,No
27-04-2024,Admin Block,2920,63800,10-Dec,12760,38280,12760,0,0,29,39,75,0,,Poor,None,No
27-04-2024,Hostel 1,2904,431244,"06-09, 18-21",32343,224246,45282,129373,0,29,39,75,0,,Poor,None,No
27-04-2024,Hostel 2,3146,467181,"06-09, 18-21",35038,242934,49055,140154,0,29,39,75,0,,Good,None,No
27-04-2024,Hostel 3,3388,503118,"06-09, 18-21",37733,261621,52829,150935,0,29,39,75,0,,Good,None,No
27-04-2024,Hostel 4,3630,539055,"06-09, 18-21",40429,280308,56602,161716,0,29,39,75,0,,Poor,None,No
27-04-2024,Hostel 5,3872,574992,"06-09, 18-21",43124,298995,60376,172497,0,29,39,75,0,,Poor,None,No
27-04-2024,Hostel 6,2904,431244,"06-09, 18-21",32343,224246,45282,129373,0,29,39,75,0,,Good,None,No
27-04-2024,Cafeteria 1,1500,54945,"12-15, 18-20",5494,16483,0,32968,0,29,39,75,0,,Good,None,No
27-04-2024,Cafeteria 2,1500,54945,"12-15, 18-20",5494,16483,0,32968,0,29,39,75,0,,Fair,None,No
27-04-2024,Cafeteria 3,1500,54945,"12-15, 18-20",5494,16483,0,32968,0,29,39,75,0,,Poor,None,No
27-04-2024,Swimming Pool,0,16500,,0,0,0,0,0,29,39,75,0,,Poor,None,No
27-04-2024,Gym,300,5500,"06-09, 17-21",275,2200,0,0,0,29,39,75,0,,Poor,None,No
28-04-2024,AB1,5760,158400,"08-10, 12-14",31680,95040,31680,0,0,28,38,75,0,,Fair,None,No
28-04-2024,AB2,4200,115500,"08-10, 12-14",23100,69300,23100,0,0,28,38,75,0,,Good,None,No
28-04-2024,AB3,4200,115500,"08-10, 12-14",23100,69300,23100,0,0,28,38,75,0,,Fair,None,No
28-04-2024,AB4,8400,231000,"08-10, 12-14",46200,138600,46200,0,0,28,38,75,0,,Good,None,No
28-04-2024,AB5,2880,79200,"08-10, 12-14",15840,47520,15840,0,0,28,38,75,0,,Fair,None,No
28-04-2024,Admin Block,2920,63800,10-Dec,12760,38280,12760,0,0,28,38,75,0,,Good,None,No
28-04-2024,Hostel 1,2904,431244,"06-09, 18-21",32343,224246,45282,129373,0,28,38,75,0,,Good,None,No
28-04-2024,Hostel 2,3146,467181,"06-09, 18-21",35038,242934,49055,140154,0,28,38,75,0,,Poor,None,No
28-04-2024,Hostel 3,3388,503118,"06-09, 18-21",37733,261621,52829,150935,0,28,38,75,0,,Fair,None,No
28-04-2024,Hostel 4,3630,539055,"06-09, 18-21",40429,280308,56602,161716,0,28,38,75,0,,Fair,None,No
28-04-2024,Hostel 5,3872,574992,"06-09, 18-21",43124,298995,60376,172497,0,28,38,75,0,,Poor,None,No
28-04-2024,Hostel 6,2904,431244,"06-09, 18-21",32343,224246,45282,129373,0,28,38,75,0,,Poor,None,No
28-04-2024,Cafeteria 1,1500,54945,"12-15, 18-20",5494,16483,0,32968,0,28,38,75,0,,Good,None,No
28-04-2024,Cafeteria 2,1500,54945,"12-15, 18-20",5494,16483,0,32968,0,28,38,75,0,,Poor,None,No
28-04-2024,Cafeteria 3,1500,54945,"12-15, 18-20",5494,16483,0,32968,0,28,38,75,0,,Fair,None,No
28-04-2024,Swimming Pool,0,16500,,0,0,0,0,0,28,38,75,0,,Good,None,No
28-04-2024,Gym,300,5500,"06-09, 17-21",275,2200,0,0,0,28,38,75,0,,Good,None,No
29-04-2024,AB1,5760,158400,"08-10, 12-14",31680,95040,31680,0,0,27,36,65,0,,Fair,None,No
29-04-2024,AB2,4200,115500,"08-10, 12-14",23100,69300,23100,0,0,27,36,65,0,,Good,None,No
29-04-2024,AB3,4200,115500,"08-10, 12-14",23100,69300,23100,0,0,27,36,65,0,,Poor,None,No
29-04-2024,AB4,8400,231000,"08-10, 12-14",46200,138600,46200,0,0,27,36,65,0,,Poor,None,No
29-04-2024,AB5,2880,79200,"08-10, 12-14",15840,47520,15840,0,0,27,36,65,0,,Fair,None,No
29-04-2024,Admin Block,2920,63800,10-Dec,12760,38280,12760,0,0,27,36,65,0,,Good,None,No
29-04-2024,Hostel 1,2904,431244,"06-09, 18-21",32343,224246,45282,129373,0,27,36,65,0,,Good,None,No
29-04-2024,Hostel 2,3146,467181,"06-09, 18-21",35038,242934,49055,140154,0,27,36,65,0,,Good,None,No
29-04-2024,Hostel 3,3388,503118,"06-09, 18-21",37733,261621,52829,150935,0,27,36,65,0,,Good,None,No
29-04-2024,Hostel 4,3630,539055,"06-09, 18-21",40429,280308,56602,161716,0,27,36,65,0,,Poor,None,No
29-04-2024,Hostel 5,3872,574992,"06-09, 18-21",43124,298995,60376,172497,0,27,36,65,0,,Good,None,No
29-04-2024,Hostel 6,2904,431244,"06-09, 18-21",32343,224246,45282,129373,0,27,36,65,0,,Good,None,No
29-04-2024,Cafeteria 1,1500,54945,"12-15, 18-20",5494,16483,0,32968,0,27,36,65,0,,Fair,None,No
29-04-2024,Cafeteria 2,1500,54945,"12-15, 18-20",5494,16483,0,32968,0,27,36,65,0,,Poor,None,No
